normalized_sentence_id,source_sentence_id,source_type,document_id,document_title,raw_sentence_text,normalized_sentence_text,normalization_status,split_group_id,split_order,was_split,split_confidence,normalization_type,sentence_role,obligation_level_candidate,subject_candidate,subject_candidate_direct,subject_candidate_inherited,subject_candidate_confidence,inherited_subject_from,object_candidate,object_candidate_direct,object_candidate_inherited,object_candidate_confidence,action_candidate,condition_candidate,hazard_candidate,equipment_candidate,control_candidate,evidence_candidate,noise_flag,noise_recovery_candidate,ambiguity_flag,context_required_flag,duplicate_flag,duplicate_type,canonical_candidate,duplicate_of,duplicate_group_id,quality_issue_codes,confidence,normalization_note,reviewer_note
S0696-01,S0696,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 작업 지시서를 확인한다.,- 작업 지시서를 확인한다.,auto,S0696,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0697-01,S0697,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 금형사양 및 금형 상태 확인을 하고 금형예열장소로 금형이동 시킨다.,- 금형사양 및 금형 상태 확인을 하고 금형예열장소로 금형이동 시킨다.,auto,S0697,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0698-01,S0698,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 원재료 예비건조가 되야 할 ITEM은 예비건조를 2시간 전에 실시한다.,- 원재료 예비건조가 되야 할 ITEM은 예비건조를 2시간 전에 실시한다.,auto,S0698,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0699-01,S0699,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 금형 예열은 금형교환 1시간 전에 예열을 실시한다.,- 금형 예열은 금형교환 1시간 전에 예열을 실시한다.,auto,S0699,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0700-01,S0700,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 예열이 완료되면 10분 전에 교환할 설비에 미리 이동 시킨다.,- 예열이 완료되면 10분 전에 교환할 설비에 미리 이동 시킨다.,auto,S0700,1,0,high,"no_change,subject_default_kosha",rule_core,informative,worker,,worker,default_kosha_worker,default:kosha_worker,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,,medium,,
S0701-01,S0701,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 준비작업이 완료되면 성형기의 S/W를 수동으로 전환한다.,- 준비작업이 완료되면 성형기의 S/W를 수동으로 전환한다.,auto,S0701,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,prepare,,,,,,1,0,0,0,0,,1,,,"Q05,Q02,Q03",medium,,
S0702-01,S0702,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 금형 전면부 표면 확인 후 AIR BLOWIMG 실시하고 표면에 방청제를 도포한 후에 저압으로,- 금형 전면부 표면 확인 후 AIR BLOWIMG 실시하고 표면에 방청제를 도포한 후에 저압으로,auto,S0702,1,0,high,"no_change,subject_default_kosha",rule_core,informative,worker,,worker,default_kosha_worker,default:kosha_worker,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,,medium,,
S0703-01,S0703,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 크레인을 이용하여 금형위치에 놓고 아이볼트에 크레인을 걸어 줄걸이 로프에 하중이 걸리게,- 크레인을 이용하여 금형위치에 놓고 아이볼트에 크레인을 걸어 줄걸이 로프에 하중이 걸리게,auto,S0703,1,0,high,"object_infer,noise_mark",explanation,informative,,,,unresolved,,크레인,크레인,,direct,,,,EQ_CRANE_MOB,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0704-01,S0704,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- AUTO CLAMP를 수동으로 전환 후 압력을 해체하고 CLAMP을 금형 형판에서 분리시킨다.,- AUTO CLAMP를 수동으로 전환 후 압력을 해체하고 CLAMP을 금형 형판에서 분리시킨다.,auto,S0704,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0705-01,S0705,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 저압으로 전환 후 형개를 한 후 크레인을 이용하여 지정된 위치에 금형을 내려놓는다.,- 저압으로 전환 후 형개를 한 후 크레인을 이용하여 지정된 위치에 금형을 내려놓는다.,auto,S0705,1,0,high,"object_infer,noise_mark",explanation,informative,,,,unresolved,,크레인,크레인,,direct,,,,EQ_CRANE_MOB,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0706-01,S0706,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 준비된 금형을 적정 높이로 올리고 금형 하부 온조공에 NIPPLE을 조립한다.,- 준비된 금형을 적정 높이로 올리고 금형 하부 온조공에 NIPPLE을 조립한다.,auto,S0706,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,prepare,,,,,,1,0,0,0,0,,1,,,"Q05,Q02,Q03",medium,,
S0707-01,S0707,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 준비된 금형을 CRANE으로 이동하여 설비에 안착하고 금형을 고정형판에 밀착 시킨다.,- 준비된 금형을 CRANE으로 이동하여 설비에 안착하고 금형을 고정형판에 밀착 시킨다.,auto,S0707,1,0,high,"no_change,subject_default_kosha",rule_core,informative,worker,,worker,default_kosha_worker,default:kosha_worker,,,,unresolved,prepare,,,,,,0,0,0,0,0,,1,,,Q03,medium,,
S0708-01,S0708,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 저압으로 전환 후 노즐과 CENTER를 확인하고 AUTO CALMP를 금형 형판에 밀착시킨다.,- 저압으로 전환 후 노즐과 CENTER를 확인하고 AUTO CALMP를 금형 형판에 밀착시킨다.,auto,S0708,1,0,high,"no_change,subject_default_kosha",rule_core,informative,worker,,worker,default_kosha_worker,default:kosha_worker,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,,medium,,
S0709-01,S0709,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- HOT RUNNER 금형이면 금형에 HOT RUNNER를 연결한다.,- HOT RUNNER 금형이면 금형에 HOT RUNNER를 연결한다.,auto,S0709,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0710-01,S0710,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 유압 코어 금형일 경우 유압호스를 연결한다.,- 유압 코어 금형일 경우 유압호스를 연결한다.,auto,S0710,1,0,high,no_change,condition,,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0711-01,S0711,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 냉각 LINE을 확인하여 냉각수가 제대로 금형에 흐르는지 육안으로 확인한다.,- 냉각 LINE을 확인하여 냉각수가 제대로 금형에 흐르는지 육안으로 확인한다.,auto,S0711,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0712-01,S0712,kosha,31527,(플라스틱가공제품제조업)금형교환장치,되었으면 저압으로 형개를 시켜 금형내부를 확인한다.,되었으면 저압으로 형개를 시켜 금형내부를 확인한다.,auto,S0712,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0713-01,S0713,kosha,31527,(플라스틱가공제품제조업)금형교환장치,● 산업안전보건기준에 관한 규칙,● 산업안전보건기준에 관한 규칙,auto,S0713,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0714-01,S0714,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 제32조 (보호구의 지급 등),- 제32조 (보호구의 지급 등),auto,S0714,1,0,high,"object_infer,subject_default_kosha",rule_core,informative,worker,,worker,default_kosha_worker,default:kosha_worker,보호구,보호구,,direct,provide,,,,ctrl_ppe_wear,,0,0,0,0,0,,1,,,,medium,,
S0715-01,S0715,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 제92조 (정비 등의 작업시의 운전정지 등),- 제92조 (정비 등의 작업시의 운전정지 등),auto,S0715,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,maintain,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0716-01,S0716,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 제104조 (금형조정작업의 위험방지),- 제104조 (금형조정작업의 위험방지),auto,S0716,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0717-01,S0717,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 제164조 (고리걸이 훅 등의 안전계수),- 제164조 (고리걸이 훅 등의 안전계수),auto,S0717,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0718-01,S0718,kosha,31527,(플라스틱가공제품제조업)금형교환장치,- 제302조 (전기 기계기구의 접지),- 제302조 (전기 기계기구의 접지),auto,S0718,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,electrical_work,,,ctrl_electrical_isolation,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0719-01,S0719,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,섬유 또는 섬유제품 제조업의,섬유 또는 섬유제품 제조업의,auto,S0719,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0720-01,S0720,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,•이물질 제거를 할때는 기계를 정지시킨 후 작업,•이물질 제거를 할때는 기계를 정지시킨 후 작업,auto,S0720,1,0,high,no_change,condition,,,,,unresolved,,,,,unresolved,clean,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0721-01,S0721,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,•로울러에 비상정지장치(비상로프)등 방호장치 설치,•로울러에 비상정지장치(비상로프)등 방호장치 설치,auto,S0721,1,0,high,"object_infer,subject_default_kosha",rule_core,informative,worker,,worker,default_kosha_worker,default:kosha_worker,방호장치,방호장치,,direct,install,,,EQ_GUARD,ctrl_guard_installation,,0,0,0,0,0,,1,,,,medium,,
S0722-01,S0722,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,•작업장 정리정돈 및 안전통로 확보,•작업장 정리정돈 및 안전통로 확보,auto,S0722,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,ctrl_housekeeping_cleanup,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0723-01,S0723,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,•계단 및 통로상에 물건 등 적재금지,•계단 및 통로상에 물건 등 적재금지,auto,S0723,1,0,high,"no_change,subject_default_kosha",rule_core,prohibited,worker,,worker,default_kosha_worker,default:kosha_worker,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,,medium,,
S0724-01,S0724,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,•근로자 키를 고려한 적당한 높이의 작업발판 설치,•근로자 키를 고려한 적당한 높이의 작업발판 설치,auto,S0724,1,0,high,"object_infer,subject_default_kosha",rule_core,informative,worker,,worker,default_kosha_worker,default:kosha_worker,작업발판,작업발판,,direct,install,,,EQ_WORK_PLATFORM,ctrl_fall_protection_install,,0,0,0,0,1,same_control_variant,0,S0760-01,DG0011,Q10,medium,,
S0725-01,S0725,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,•고소작업 시 비계 및 안전작업발판 또는 고소작업대차를 이용,•고소작업 시 비계 및 안전작업발판 또는 고소작업대차를 이용,auto,S0725,1,0,high,"object_infer,noise_mark",explanation,informative,,,,unresolved,,작업발판,작업발판,,direct,,,,EQ_WORK_PLATFORM,ctrl_fall_protection_install,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0726-01,S0726,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,"•고소작업 시 안전모 및 안전대를 지급하고, 착용 후 작업","•고소작업 시 안전모 및 안전대를 지급하고, 착용 후 작업",auto,S0726,1,0,high,"object_infer,subject_default_kosha",rule_core,informative,worker,,worker,default_kosha_worker,default:kosha_worker,안전모,안전모,,direct,wear,,,,ctrl_ppe_wear,,0,0,0,0,0,,1,,,,medium,,
S0727-01,S0727,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,•끼거나 말려 들어갈 위험점에 방호조치 결여,•끼거나 말려 들어갈 위험점에 방호조치 결여,auto,S0727,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0728-01,S0728,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,•작업장 통로 안전성 미확보,•작업장 통로 안전성 미확보,auto,S0728,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0729-01,S0729,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,•작업자가 안전하게 일할 수 있는 작업발판 부재,•작업자가 일할 수 있는 작업발판 부재,auto,S0729,1,0,high,"vague_remove,object_infer,noise_mark",explanation,informative,worker,worker,,direct_high,,작업발판,작업발판,,direct,,,,EQ_WORK_PLATFORM,ctrl_fall_protection_install,,1,0,0,0,0,,1,,,Q05,medium,,
S0730-01,S0730,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,섬유 또는 섬유제품 제조업 여성근로자의 경우 매년 약 340건의 업무상 재해가 발생하고 있으며 재해발생을 빈도,섬유 또는 섬유제품 제조업 여성근로자의 경우 매년 약 340건의 업무상 재해가 발생하고 있으며 재해발생을 빈도,auto,S0730,1,0,high,"no_change,subject_inherit_prev",condition,,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,,medium,,
S0731-01,S0731,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,"별로 살펴보면 끼임, 넘어짐, 절단·베임·찔림 등이 상위를 차지하고 있습니다.","별로 살펴보면 끼임, 넘어짐, 절단·베임·찔림 등이 상위를 차지하고 있습니다.",auto,S0731,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,끼임,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0732-01,S0732,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,[  섬유 또는 섬유제품 제조업 여성근로자 재해통계  ],[  섬유 또는 섬유제품 제조업 여성근로자 재해통계  ],auto,S0732,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0733-01,S0733,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,불균형 및 무리한 동작  3.6%,불균형 및 무리한 동작  3.6%,auto,S0733,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0734-01,S0734,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,침구용 시트를 건조시키는 다림질기계 전면에서 시트,침구용 시트를 건조시키는 다림질기계 전면에서 시트,auto,S0734,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0735-01,S0735,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,이용 벨트와 로울러 사이에 미성년 작업자 손이 끼인,이용 벨트와 로울러 사이에 미성년 작업자 손이 끼인,auto,S0735,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0736-01,S0736,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,"후, 회전력에 의해 팔이 감기면서 머리상부가 가이드","후, 회전력에 의해 팔이 감기면서 머리상부가 가이드",auto,S0736,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0737-01,S0737,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,●  다림질 기계의 벨트 회전용 로울러 상부에 방호덮개 미설치,●  다림질 기계의 벨트 회전용 로울러 상부에 방호덮개 미설치,auto,S0737,1,0,high,"object_infer,subject_inherit_prev",rule_core,informative,worker,,worker,inherited_prev,prev:S0729-01,개구부 덮개,개구부 덮개,,direct,install,,,,,,0,0,0,0,1,near_duplicate,0,S0743-01,DG0012,Q10,medium,,
S0738-01,S0738,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,●  2인 1조 작업자 부적격,●  2인 1조 작업자 부적격,auto,S0738,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0739-01,S0739,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,"미성년자는 자기자신뿐만 아니라, 동료작업자의 작업상태 및","미성년자는 자기자신뿐만 아니라, 동료작업자의 작업상태 및",auto,S0739,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0740-01,S0740,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,안전조치를 관리할 능력도 부족,안전조치를 관리할 능력도 부족,auto,S0740,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0741-01,S0741,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,"※ 미성년자가 근로계약을 하기 위해서는 부모등의 동의가 필요하며, 부모가","※ 미성년자가 근로계약을 하기 위해서는 부모등의 동의가 필요하며, 부모가",auto,S0741,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0742-01,S0742,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,미성년자 본인을 대리하여 근로계약을 맺을 수 없음「근기법 제 67조」,미성년자 본인을 대리하여 근로계약을 맺을 수 없음「근기법 제 67조」,auto,S0742,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0743-01,S0743,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,●  다림질 기계의 벨트 회전용 로울러 상부에 방호덮개 설치,●  다림질 기계의 벨트 회전용 로울러 상부에 방호덮개 설치,auto,S0743,1,0,high,"object_infer,subject_inherit_prev",rule_core,informative,worker,,worker,inherited_prev,prev:S0729-01,개구부 덮개,개구부 덮개,,direct,install,,,,,,0,0,0,0,1,,1,,DG0012,Q10,medium,,
S0744-01,S0744,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,●  정식 근로자의 2인1조 작업 실시,●  정식 근로자의 2인1조 작업 실시,auto,S0744,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0745-01,S0745,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,다림질기계 작업자들은 자격을 획득한 정식근로자를 2인1조로,다림질기계 작업자들은 자격을 획득한 정식근로자를 2인1조로,auto,S0745,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0746-01,S0746,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,"구성하되, 동료의 작업 상태와 안전을 관리하는 감독자 지정 필요","구성하되, 동료의 작업 상태와 안전을 관리하는 감독자 지정 필요",auto,S0746,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0747-01,S0747,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,섬유 탈수작업 중 탈수기 내부로 떨어짐,섬유 탈수작업 중 탈수기 내부로 떨어짐,auto,S0747,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0748-01,S0748,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,침구용 시트 건조작업 중 로울러 사이에 끼임,침구용 시트 건조작업 중 로울러 사이에 끼임,auto,S0748,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,끼임,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0749-01,S0749,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,섬유제품 생산 작업장 내에서 원단 탈수 작업 중,섬유제품 생산 작업장 내에서 원단 탈수 작업 중,auto,S0749,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0729-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0750-01,S0750,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,작업자가 탈수기 내부로 미끄러져 떨어지는 사고 발생,작업자가 탈수기 내부로 미끄러져 떨어지는 사고 발생,auto,S0750,1,0,high,noise_mark,explanation,informative,worker,worker,,direct_high,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0751-01,S0751,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,●  원심탈수기 안전장치 미설치 및 안전검사 소홀,●  원심탈수기 안전장치 미설치 및 안전검사 소홀,auto,S0751,1,0,high,"no_change,subject_inherit_prev",rule_core,informative,worker,,worker,inherited_prev,prev:S0750-01,,,,unresolved,install,,,,,,0,0,0,0,0,,1,,,Q03,medium,,
S0752-01,S0752,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,●  안전하고 적당한 높이의 작업발판 미설치,●  안전하고 적당한 높이의 작업발판 미설치,auto,S0752,1,0,high,"object_infer,subject_inherit_prev",rule_core,informative,worker,,worker,inherited_prev,prev:S0750-01,작업발판,작업발판,,direct,install,,,EQ_WORK_PLATFORM,ctrl_fall_protection_install,,0,0,0,0,1,same_control_variant,0,S0760-01,DG0011,Q10,medium,,
S0753-01,S0753,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,●  원심탈수기 안전장치 설치 및 안전검사 실행,●  원심탈수기 안전장치 설치 및 안전검사 실행,auto,S0753,1,0,high,"no_change,subject_inherit_prev",rule_core,informative,worker,,worker,inherited_prev,prev:S0750-01,,,,unresolved,install,,,,,,0,0,0,0,0,,1,,,Q03,medium,,
S0754-01,S0754,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,원심탈수기의 덮개 개방 시 탈수용 전동기의 전원이 차단,원심탈수기의 덮개 개방 시 탈수용 전동기의 전원이 차단,auto,S0754,1,0,high,"object_infer,noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0750-01,개구부 덮개,개구부 덮개,,direct,isolate,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0755-01,S0755,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,되면서 탈수조의 회전이 정지되는 인터록 장치(안전장치)와,되면서 탈수조의 회전이 정지되는 인터록 장치(안전장치)와,auto,S0755,1,0,high,"object_infer,noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0750-01,방호장치,방호장치,,direct,,,,,ctrl_guard_installation,,1,0,0,0,0,,1,,,Q05,medium,,
S0756-01,S0756,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,브레이크 설치 및 안전검사 실행,브레이크 설치 및 안전검사 실행,auto,S0756,1,0,high,"no_change,subject_inherit_prev",rule_core,informative,worker,,worker,inherited_prev,prev:S0750-01,,,,unresolved,install,,,,,,0,0,0,0,0,,1,,,Q03,medium,,
S0757-01,S0757,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,※ 권장사항 : 작업여건상 탈수조가 회전하여야만 작업이 가능한 경우,※ 권장사항 : 작업여건상 탈수조가 회전하여야만 작업이 가능한 경우,auto,S0757,1,0,high,"no_change,subject_inherit_prev",condition,,worker,,worker,inherited_prev,prev:S0750-01,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,,medium,,
S0758-01,S0758,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,자동복귀형 스위치를 사용하여 탈수기 조작 근로자가 스위치를,자동복귀형 스위치를 사용하여 탈수기 조작 근로자가 스위치를,auto,S0758,1,0,high,noise_mark,explanation,informative,worker,worker,,direct_high,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
S0759-01,S0759,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,누르는 상태에서만 탈수기가 저속으로 작동되도록 구조변경,누르는 상태에서만 탈수기가 저속으로 작동되도록 구조변경,auto,S0759,1,0,high,"no_change,subject_inherit_prev",rule_core,informative,worker,,worker,inherited_prev,prev:S0758-01,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,,medium,,
S0760-01,S0760,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,●  안전하고 적당한 높이의 작업발판 설치,●  안전하고 적당한 높이의 작업발판 설치,auto,S0760,1,0,high,"object_infer,subject_inherit_prev",rule_core,informative,worker,,worker,inherited_prev,prev:S0758-01,작업발판,작업발판,,direct,install,,,EQ_WORK_PLATFORM,ctrl_fall_protection_install,,0,0,0,0,1,,1,,DG0011,Q10,medium,,
S0761-01,S0761,kosha,37411,[여성근로자]섬유또는섬유제품제조업(갑)의 재해사례와 예방,섬유 또는 섬유제품 제조업의 재해사례와 예방,섬유 또는 섬유제품 제조업의 재해사례와 예방,auto,S0761,1,0,high,"noise_mark,subject_inherit_prev",explanation,informative,worker,,worker,inherited_prev,prev:S0758-01,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,Q05,medium,,
