sample_id,sentence_text,source_type,sentence_type,obligation_level,action_type,condition_type,hazard_candidate,equipment_candidate,work_type_candidate,control_category_candidate,control_type_candidate,control_name_candidate,legal_required_possible,confidence,review_note
S0370,"「산업안전보건법」 제119조제2항에서는 일정 규모 이상의 건축물이나 설비에 대해 같은 법 제120조에 따라 지정받은 석면조사기관에서 석면 포함 여부 및 석면의 종류&#8228;함유량 등에 대해 조사하도록 규정하고 있는바, 이는 건축물 또는 설비에 함유된 석면은 육안으로 판단하기 어렵고 석면조사의 신뢰성ㆍ객관성을 확보할 필요가 있다는 점을 고려하여 전문기관으로 하여금 석면조사를 수행하도록 한 것이므로,1)1) 2008.",expc,legal_reference,informative,,,,,,,,,,low,
S0371,석면조사기관으로 지정받기 위한 요건을 정한 「산업안전보건법 시행령」 별표 27 제1호의 인력기준은 석면조사 업무의 전문적 수행에 적합한 사람이 확보될 수 있는 방향으로 해석해야 합니다.,expc,legal_reference,informative,,,,,,,,,,low,
S0372,"「산업안전보건법 시행령」 별표 27 제1호나목1)에서는 석면조사기관의 인력기준의 하나로 “「초ㆍ중등교육법」에 따른 공업계 고등학교 또는 이와 같은 수준 이상의 학교를 졸업한 사람”을 규정하여 “공업계 고등학교”라고 분야를 특정하고 있는바, 이는 공업계 고등학교에서 특화된 분야의 교육과정을 통해 습득하게 되는 공업계열의 지식ㆍ기능이 석면조사 업무에 필요하다는 입법정책적 판단에 따라 “공업계”로 한정하여 인력기준을 정한 것이므로, 「고등교육법」 제2조제1호에 따른 대학이 고등학교 수준 이상의 학교에 해당하더라도 대학에서 학위를 취득한 사람은 “공업계”에 해당하는 관련 학위를 취득한 사람으로 한정하는 것이 입법취지에 부합하는 해석입니다.",expc,legal_reference,informative,train,,,,,,,,,low,
S0373,"그런데 「대학설립ㆍ운영 규정」 별표 1에서 정한 대학의 계열별 구분에 따르면 공학 등이 포함되는 “공학계열”과 물리학이 포함된 이학(理學) 등 “자연과학계열”은 별도의 계열로 구분되고, 「초ㆍ중등교육법」 제90조제1항제10호 및 제91조제1항에 따라 지정ㆍ고시된 산업수요 맞춤형 고등학교 및 특성화고등학교에서 실시하는 공업계열 고등학교 교육과정의 과목 및 학과에는 물리학 및 물리학과가 포함되어 있지 않다는 점에 비추어 보면, 대학에서 물리학 관련 학위를 취득한 것을 공업계 고등학교 수준 이상의 학교를 졸업한 것으로 보는 것은 타당하지 않습니다.",expc,legal_reference,informative,train,,,,,,,,,low,
S0374,"만약 이와 달리 대학에서 물리학 관련 학위를 받은 사람이 「산업안전보건법 시행령」 별표 27 제1호나목1)의 인력기준에 해당한다고 볼 경우, 같은 목 2)에서 대학 또는 이와 같은 수준 이상의 학교에서 학위를 취득한 사람을 별도의 인력기준으로 정하면서 해당 학위를 산업보건(위생)학ㆍ환경보건(위생)학 관련으로 한정한 규정이 사실상 무의미하게 된다는 점도 고려해야 합니다.",expc,legal_reference,informative,,,,,,,,,,low,
S0375,따라서 「고등교육법」 제2조제1호에 따른 대학에서 공업계열의 학위에 해당하지 않는 물리학 관련 학위를 취득한 사람은 「산업안전보건법 시행령」 별표 27 제1호나목1)의 인력기준에 해당한다고 볼 수 없습니다.,expc,legal_reference,informative,train,,,,,,,,,low,
S0376,「산업안전보건법 시행령」 별표 27 제1호나목1)의 “이와 같은 수준 이상의 학교를 졸업한 사람”의 범위에 대학 등에서 어떤 분야의 학위를 취득한 사람까지 해당하는지를 보다 명확히 규정할 필요가 있습니다.,expc,legal_reference,informative,,,,,,,,,,low,
S0377,제90조(석면조사기관의 지정 요건 등) 법 제120조제1항에 따라 석면조사기관으로 지정받을 수 있는 자는 다음 각 호의 어느 하나에 해당하는 자로서 별표 27에 따른 인력ㆍ시설 및 장비를 갖추고 법 제120조제2항에 따라 고용노동부장관이 실시하는 석면조사기관의 석면조사 능력 확인에서 적합 판정을 받은 자로 한다.,expc,legal_reference,informative,,,,,,,,,,low,
S0378,"「산업안전보건법」 제130조제1항 본문 및 같은 법 시행규칙 별표 22 제3호다목에 따르면 사업주1)1) 근로자를 사용하여 사업하는 자를 말하며(「산업안전보건법」 제2조제4호 참조), 이하 같음",expc,legal_reference,informative,,,,,,,,,,low,
S0379,"는 ‘「산업안전보건기준에 관한 규칙」 제573조제1호의 방사선에 노출되는 업무에 종사하는 근로자’의 건강관리를 위하여 건강진단(이하 “특수건강진단”이라 함)을 실시하여야 한다고 규정하고 있고, 「산업안전보건법」 제130조제1항 단서 및 같은 법 시행규칙 제200조제1호에서는 사업주가 ‘「원자력안전법」에 따른 건강진단(방사선만 해당한다)’을 실시한 경우 해당 유해인자에 대한 특수건강진단을 실시한 것으로 본다고 규정하고 있는 한편,",expc,requirement,mandatory,,,,,,health_control,ctrl_special_health_check,특수건강진단,Y,high,
S0380,"에 대하여 건강진단을 실시하여야 한다고 규정하고 있는바,",expc,requirement,mandatory,,,,,,,,,,low,
S0381,사업주인 신고사용자가 방사선에 노출되는 업무에 종사하는 근로자에 대해 「원자력안전법」 제91조제1항에 따라 건강진단 실시 의무가 면제되어 건강진단을 실시하지 않았다면 「산업안전보건법」 제130조제1항에 따른 특수건강진단을 실시하여야 하는지?,expc,requirement,mandatory,report,,,,,health_control,ctrl_special_health_check,특수건강진단,Y,high,
S0382,"먼저 「산업안전보건법」 제130조제1항 본문 및 같은 법 시행규칙 별표 22 제3호다목에서는 원칙적으로 사업주가 방사선에 노출되는 업무에 종사하는 근로자에 대해 특수건강진단을 실시하도록 의무를 부과하면서, 같은 법 제130조제1항 단서 및 같은 법 시행규칙 제200조제1호에서는 ‘「원자력안전법」에 따른 건강진단을 실시한 경우’ 특수건강진단을 실시한 것으로 보도록 하고 있습니다.",expc,legal_reference,informative,,,,,,,,,,low,
S0383,"그런데 신고사업자는 「원자력안전법」 제91조제1항에 따라 건강진단을 실시하여야 하는 원자력관계사업자의 범위에서 제외되어 있는바, 「원자력안전법」에 따른 건강진단을 “실시하지 않은” 신고사용자는 「산업안전보건법」 제130조제1항 단서에 따라 특수건강진단을 실시한 것으로 보는 경우에 해당되지 않으므로, 특수건강진단을 실시해야 한다는 것이 문언상 명확합니다.",expc,requirement,mandatory,report,,,,,health_control,ctrl_special_health_check,특수건강진단,Y,high,
S0384,"하려는 것이라는 점을 고려하면, 「원자력안전법」 제91조제1항에 따라 건강진단 실시 의무가 면제된 신고사용자에 대해서도 「산업안전보건법」에 따른 특수건강진단 의무가 면제된다고 해석하는 것은 사업주에게 유해인자별 특수건강진단을 실시할 법적 의무를 부과한 같은 법 제130조의 입법취지에 부합하지 않습니다.",expc,legal_reference,informative,report,,,,,,,,,low,
S0385,따라서 사업주인 신고사용자가 방사선에 노출되는 업무에 종사하는 근로자에 대해 「원자력안전법」 제91조제1항에 따라 건강진단 실시 의무가 면제되어 건강진단을 실시하지 않았다면 「산업안전보건법」 제130조제1항에 따른 특수건강진단을 실시하여야 합니다.,expc,requirement,mandatory,report,,,,,health_control,ctrl_special_health_check,특수건강진단,Y,high,
S0386,제130조(특수건강진단 등) ① 사업주는 다음 각 호의 어느 하나에 해당하는 근로자의 건강관리를 위하여 건강진단(이하 “특수건강진단”이라 한다)을 실시하여야 한다.,expc,definition,informative,,,,,,,,,,low,
S0387,"다만, 사업주가 고용노동부령으로 정하는 건강진단을 실시한 경우에는 그 건강진단을 받은 근로자에 대하여 해당 유해인자에 대한 특수건강진단을 실시한 것으로 본다.",expc,scope_exclusion,exception,,,,,,,,,,low,
S0388,고용노동부령으로 정하는 유해인자에 노출되는 업무(이하 “특수건강진단대상업무”라 한다)에 종사하는 근로자,expc,definition,informative,,,,,,,,,,low,
S0389,제200조(특수건강진단 실시의 인정) 법 제130조제1항 단서에서 “고용노동부령으로 정하는 건강진단”이란 다음 각 호의 어느 하나에 해당하는 건강진단을 말한다.,expc,definition,informative,,,,,,,,,,low,
S0390,■ 산업안전보건법 시행규칙 [별표 22] <개정 2021.,expc,legal_reference,informative,,,,,,,,,,low,
S0391,제91조(방사선장해방지조치) ① 원자력관계사업자(신고사용자는 제외한다)는 방사선장해를 방지하기 위하여 대통령령으로 정하는 바에 따라 다음 각 호의 조치를 하여야 한다.,expc,scope_exclusion,exception,report,,,,,,,,,low,
S0392,「산업안전보건법 시행규칙」 제4조제1항에 규정된 “3일 이상”은 연속적인 기간을 의미하는지?,expc,descriptive_noise,informative,,,,,,,,,,low,
S0393,○ 「산업안전보건법 시행규칙」 제4조(2014.,expc,descriptive_noise,informative,,,,,,,,,,low,
S0394,"시행)를 개정하여 산업재해 발생 보고대상을 종전의 “4일 이상의 요양”에서 “3일 이상의 휴업”으로 변경하였는바,",expc,descriptive_noise,informative,report,incident_emergency,,,,,,,,low,
S0395,"○ 고용노동부는 “요양”에는 통근치료 등 경미한 재해도 포함하여 일정 기간 치료를 요하는 경우로서 연속적인 기간으로 적용하였지만, “휴업”은 결근으로 보다 중한 재해만을 포함하나, 연속적인 기간인지, 비연속적인 기간인지 의문이 생겨 법제처에 해석을 요청함.",expc,descriptive_noise,informative,,,,,,,,,,low,
S0396,「산업안전보건법 시행규칙」 제4조제1항에 규정된 “3일 이상”은 연속적인 기간을 의미한다고 할 것입니다.,expc,descriptive_noise,informative,,,,,,,,,,low,
S0397,이 사안에서는 같은 법 시행규칙 제4조제1항에 규정된 “3일 이상”이 연속적인 기간을 의미하는지 여부가 문제될 수 있습니다.,expc,descriptive_noise,informative,,,,,,,,,,low,
S0398,"질병을 의미하는 것으로 해석되며, 같은 시행규칙 별지 제1호서식 산업재해조사표에서는 장해종류, 상해부위, 휴업예정일 등을 기재하도록 하고, 이 때 의사의 진단 소견을 참조하도록 하고 있는데, 의사의 진단 소견에 따른 휴업예정일도 연속적인 기간으로 해석되고 있는 점에 비추어 보더라도 “3일 이상의 휴업”은 연속적 3일 이상의 기간을 의미한다고 보아야 할 것입니다.",expc,descriptive_noise,informative,,,,,,,,,,low,
S0399,"또한, 입법연혁을 살펴보면, 「산업안전보건법」 제10조에 따른 산업재해 보고제도는 산업재해 발생현황과 원인 등을 적시(適時)에 파악하여 해당 사업장의 재발방지대책 수립 및 산업재해 예방을 위한 국가 시책에 참고하려는 것으로서, 2013.",expc,descriptive_noise,informative,report,incident_emergency,,,,,,,,low,
S0400,"고용노동부령 제99호로 같은 법 시행규칙을 개정하면서 보고대상 산업재해 등을 종전에 “4일 이상의 요양이 필요한 부상을 입거나 질병에 걸린 사람이 발생한 경우”로 하던 것을 “3일 이상의 휴업이 필요한 부상을 입거나 질병에 걸린 사람이 발생한 경우”로 강화하였는바, 종전 “4일 이상의 요양”을 연속적인 기간으로 해석해 왔던 점에 비추어보",expc,descriptive_noise,informative,report,,,,,,,,,low,
S0401,근로자와 관리감독자가 알아야 할 사항,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0402,감시인을 두고 그 특수화학설비의 운전 중 설비를 감시하도록 하는 등의 조치 필요,kosha,equipment_rule,informative,,,,,,supervision_control,ctrl_standby_person_assignment,감시인 배치,Y,medium,v2_extra|zh=supervision
S0403,1-3  토석 무너짐·낙반 위험에 대한 방호 조치 및 출입금지 표지판 설치,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0404,"● 중량물 취급에 대한 치밀한 작업계획서를 작성하고, 자격 있는 작업지휘자(Qualified Supervisor)를 지정",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0405,"● 작업지휘자, 운전자, 신호수, 줄걸이 작업자는 각자의 임무가 무엇인지, 권상작업 전에 어떠한 준비를 해야",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0406,● 작업지휘자는 운전자와 무선으로 연락을 취하면서 모든 상황을 직접 보면서 지휘 및 통제해야 한다.,kosha,requirement,mandatory,,,,,,supervision_control,ctrl_work_leader_designation,작업지휘자 지정,Y,high,v2_extra|zh=supervision
S0407,"- 작업지휘자, 운전자, 신호수, 줄걸이 작업자 사이에 신호 불일치로 크레인 전도 위험",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0408,"- 중량물 취급에 대한 치밀한 작업계획서를 작성하고, 자격 있는 작업지휘자(Qualified Supervisor)를",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0409,- 작업지휘자를 지정하여 운전자와 무선으로 연락을 취하면서 모든 상황을 직접 보면서 지휘 및 통제,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0410,"● 작업지휘자, 신호수, 크레인 운전자, 줄걸이 작업자 사이에 신호 및 연락방법 등에 대해 협의한다.",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0411,- 작업 전·후 주기적인 스트레칭 및 휴식시간 안배,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0412,● 작업 전·중·후 스트레칭을 실시하고 휴식시간을 안배한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0413,- 크레인이나 지게차와 근접해서 작업할 경우 감시자 배치,kosha,condition_trigger,informative,,,,,,supervision_control,ctrl_standby_person_assignment,감시인 배치,Y,medium,v2_extra|zh=supervision
S0414,- 제174조 (차량계 하역운반기계 등의 이송),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=traffic
S0415,"● 갓길, 블록에 지지대(Support)가 있는 장소 등 위험한 장소에 접근하는 경우 유도자를 배치하고",kosha,condition_trigger,informative,,,,,,traffic_control,ctrl_traffic_guide_assignment,차량 유도자 배치,Y,medium,v2_extra|zh=supervision
S0416,작업지휘자를 배치하고 작업하고,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0417,"* 산업안전보건기준에 관한 규칙 제35조제2항(관리감독자 작업 전 점검), 제38조제1항제11호",kosha,inspection_rule,informative,,,,,,supervision_control,ctrl_supervisor_assignment,관리감독자 배치,Y,high,v2_extra|zh=supervision
S0418,"(중량물 취급 작업계획서), 제39조(작업지휘자), 제40조(신호)는 전체 해당",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0419,■ 인양중인 화물 아래에 근로자 출입금지,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0420,- 작업 중에 수시로 손과 다리를 풀어주기 위한 주기적인 휴식시간 부여,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0421,● 휴식시간에는 손가락이나 발 등의 긴장을 풀어주기 위하여 스트레칭을 실시한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0422,"최근 10년간은평년 대비 오랜 기간 폭염이 지속되는 추세이며, 6월에서 8월로 갈수록 최고기온이 33℃",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0423,* 폭염일수 : 일 최고기온이 33℃ 이상인 날의 수,kosha,condition_trigger,informative,,,,,,health_control,ctrl_heat_stress_management,온열질환 예방 관리,Y,medium,v2_extra|zh=administrative
S0424,최근 10년간 폭염일수(’15~’24년),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0425,폭염·뇌전 일수(연도별) * 색이 진할수록 일수가 많음,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0426,∙ 급격한 체감온도 상승 또는 폭염 장기화 등으로 중대한 피해 발생이 예상될 때,kosha,condition_trigger,informative,,,,,,health_control,ctrl_heat_stress_management,온열질환 예방 관리,Y,medium,v2_extra|zh=administrative
S0427,∙ 급격한 체감온도 상승 또는 폭염 장기화 등으로 광범위한 지역에서 중대한 피해 발생이 예상될 때,kosha,condition_trigger,informative,,,,,,health_control,ctrl_heat_stress_management,온열질환 예방 관리,Y,medium,v2_extra|zh=administrative
S0428,"▪주로 옥외작업이 이루어지는 건설현장 특성상 여름철에는 장마, 태풍, 폭염등 자연현상에 영향을 많이",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0429,▪토석의 붕괴·낙하가 발생할 수 있는 장소에 방호시설또는 출입금지 표지판을 설치,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0430,▪토석의 붕괴가 발생할 수 있는 장소는 출입금지 조치,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0431,"▸근로자 출입금지, 방호망 설치 등 조치 후 작업계획서에 따라 작업실시",kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0432,"- 굴착방법 및 순서, 필요 인원 및 장비 사용계획, 작업지휘자의 배치계획 등이 포함된",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0433,● 산업안전보건법 시행령 제10조 (관리감독자의 업무 내용),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0434,송풍기 시험 작업장소의 작업 관계자외 출입통제 미흡,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0435,송풍기 시험 작업장소의 작업 관계자외 출입통제 강화,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0436,"구획하고, 구획된 장소에 관계자외 출입통제, 출입금지 표지판",kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0437,•관리감독자    해당 작업의 안전점검 및 개선대책 수립,kosha,inspection_rule,informative,,,,,,supervision_control,ctrl_supervisor_assignment,관리감독자 배치,Y,high,v2_extra|zh=supervision
S0438,안전작업허가서를 발행 시 가연성분체 제거여부 확인 절차 미반영,kosha,document_rule,informative,,,,,,permit_control,ctrl_work_permit_issue,작업허가서 발행,N,high,v2_extra|zh=permit
S0439,안전작업 허가서 발급 등 철저,kosha,document_rule,informative,,,,,,permit_control,ctrl_work_permit_issue,작업허가서 발행,N,high,v2_extra|zh=permit
S0440,•안전작업 허가서를 발행할 경우 분진폭발 위험장소,kosha,document_rule,informative,,,,,,permit_control,ctrl_work_permit_issue,작업허가서 발행,N,high,v2_extra|zh=permit
S0441,"● 금연, 작업자외 출입금지, 중량물 취급주의 등 안전보건표지판의 부착상태를 확인한다.",kosha,inspection_rule,informative,,,,,,document_control,ctrl_safety_sign_posting,안전보건표지 부착,Y,high,v2_extra|zh=administrative
S0442,"화기작업 전 가연성가스 농도 측정, 작업지휘자 선정 등을 포함하는 화기작업안전지침을 제정하여",kosha,inspection_rule,informative,,,,,,supervision_control,ctrl_work_leader_designation,작업지휘자 지정,Y,high,v2_extra|zh=supervision
S0443,화기작업 착수 전 승인 내용에 따라 현장 확인 후 작업 허가,kosha,inspection_rule,informative,,,,,,permit_control,ctrl_work_permit_issue,작업허가서 발행,N,high,v2_extra|zh=permit
S0444,"차량계 건설기계, 중량물 취급 작업계획 수립 및 준수",kosha,requirement,informative,,,,,,document_control,ctrl_work_plan_preparation,작업계획서 작성,Y,high,v2_extra|zh=traffic
S0445,장비간 근접작업 시 유도자 배치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0446,작업반경 내 관계자 외의 출입 금지,kosha,prohibition,prohibited,,,,,,,,,,low,v2_extra|zh=administrative
S0447,(출입금지) 질식 위험장소 출입금지 조치,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0448,"작업자는 기계의 안전장치를 매일 점검하고, 수리가 필요하면 관리감독자에게 보고한다.",kosha,inspection_rule,informative,,,,,,supervision_control,ctrl_supervisor_assignment,관리감독자 배치,Y,high,v2_extra|zh=supervision
S0449,● 제35조(관리감독자의 유해·위험 방지업무 등) 관리감독자는 위험물 취급에 따른 유해·위험을 방지하기 위한 업무 수행,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0450,"후진경보기, 후미등, 경광등등충돌방지장치설치",kosha,equipment_rule,informative,,,,,,traffic_control,ctrl_backup_alarm_use,후진경보 사용,Y,high,v2_extra|zh=traffic
S0451,옹벽 등 붕괴 우려 장소 출입통제,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0452,토석 무너짐·낙반 위험에 대한 방호 조치 및 출입금지 표지판 설치,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0453,밀폐공간 출입금지 표시 및 작업자 무단 출입 금지,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0454,비상상황 발생 시 즉시 119 신고 및 구조를 위한 임의 출입금지,kosha,emergency_rule,informative,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0455,● 작업지휘자를 지정하고 작업계획서에 따라 작업을 지휘,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0456,"● 산업안전보건기준에 관한 규칙    제38조(사전조사 및 작업계획서의 작성), 제39조(작업지휘자의 지정)",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0457,● 작업계획서 작성 및 작업지휘자 지정을 통한 관리감독 철저,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0458,중량물 취급 작업계획서의 작성 및 작업지휘자 지정,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0459,"- 떨어짐·쓰러짐 등의 안전대책이 포함된 작업계획서를 작성하고, 작업지휘자를",kosha,ppe_rule,informative,,,,,,supervision_control,ctrl_work_leader_designation,작업지휘자 지정,Y,high,v2_extra|zh=supervision
S0460,"제38조(사전조사 및 작업계획서의 작성 등), 제39조(작업지휘자의 지정), 제96조(작업도구 등의 목적 외 사용 금지 등)",kosha,prohibition,prohibited,,,,,,supervision_control,ctrl_work_leader_designation,작업지휘자 지정,Y,high,v2_extra|zh=supervision
S0461,기계 수리·정비 등의 작업시 작업지휘자 배치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0462,할 수 있는 작업지휘자를 지정·배치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0463,"수리, 정비 등의 작업시 작업지휘자 미배치",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0464,양중작업 장소 하부로 통행하지 말고 안전한 보행로 사용,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=traffic
S0465,물건은 보행로에 적재 금지,kosha,prohibition,prohibited,,,,,,,,,,low,v2_extra|zh=traffic
S0466,작업자가 밀폐공간에 투입 전에 모든 안전요소가 갖추어졌는지 점검하여 작업허가서를 작성,kosha,document_rule,informative,,,,,,permit_control,ctrl_work_permit_issue,작업허가서 발행,N,high,v2_extra|zh=permit
S0467,✚중량물 운반 시 화물의 아래쪽 장소에 근로자 출입금지 조치,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0468,"✚차량계 하역운반기계를 사용하는 경우 제한속도 준수, 과다적재 금지 및",kosha,prohibition,prohibited,,,,,,traffic_control,ctrl_speed_limit,제한속도 설정·준수,N,high,v2_extra|zh=traffic
S0469,•인양물 운반구간에는 근로자의 출입금지 조치,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0470,제한속도 지정 등으로 사업장내 과속 금지,kosha,prohibition,prohibited,,,,,,traffic_control,ctrl_speed_limit,제한속도 설정·준수,N,high,v2_extra|zh=traffic
S0471,•지게차 전용 운행통로 확보 및 근로자 출입금지 조치 실시,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0472,✚위험장소 출입금지 및 건설장비 제한속도 준수,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0473,작업자 상호간 신호체계 수립 여부,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0474,중량물 취급작업 준수 여부 (작업지휘자의 지휘),kosha,requirement,informative,,,,,,supervision_control,ctrl_work_leader_designation,작업지휘자 지정,Y,high,v2_extra|zh=supervision
S0475,- 제39조 (작업지휘자의 지정),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0476,● 산업안전보건기준에 관한 규칙 제39조 (작업지휘자의 지정),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0477,● 적재된 코일 상부에서 화물운반 또는 타작업 시 안전모 착용 및 작업지휘자 지정,kosha,ppe_rule,informative,,,,,,supervision_control,ctrl_work_leader_designation,작업지휘자 지정,Y,high,v2_extra|zh=supervision
S0478,● 줄걸이 작업신호를 충분히 익히고 신호수의 신호에 따른다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0479,● 크레인 작업반경 내 출입금지 및 부득이한 경우 측면에서 작업한다.,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0480,● 작업지휘자나 유도자의 지휘에 따르고 지반의 침하나 노면의 붕괴에 유의하면서 운전한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0481,- 작업표지판 등을 부착하여 관계자 외 출입금지,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0482,작업계획서의 작성 및 작업지휘자 지정,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0483,작성하고 작업지휘자를 지정하여 작업계획서에 따라 작업을 지휘,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0484,중량물 취급 작업계획서 미작성 및 작업지휘자 미지정,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0485,"제385조(중량물 취급), 제38조(사전조사 및 작업계획서의 작성 등), 제39조(작업지휘자의 지정)",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0486,"기계기구 회전반경, 작동반경 위험지역 출입금지 방호설비 설치상태",kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0487,실험실 구역 관계자외 출입금지 구분 및 손 소독기 등 세척시설 설치 여부,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0488,전원 미차단 및 감시인 미배치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0489,중량물 작업 시 작업지휘자 및,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0490,● 적재된 중량물 위에서 화물운반 작업 시 작업지휘자 지정,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0491,● 적재된 중량물 위에서 화물운반 또는 타 작업 시 작업지휘자를 지정한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0492,안전작업계획서작성및작업지휘자(유도자) 배치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0493,후진경보기와 경광등을 갖춘 지게차를 자격 보유자가 조종하는가?,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=traffic
